Path,RoundFolder,Project,ProjectYear,Species,DirName,AuditFigName,BaseFigName,keep,BaseFigPath
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW1_13June14/ROVFW1_13June14_dnnClass_HAPE_21Jun14.csv,KESRP_ULPHONO_2014_R4,KESRP_ULPHONO_2014,2014,HAPE,ROVFW1_13June14,ROVFW1_13June14_dnnClass_HAPE_21Jun14,ROVFW1_13June14,0,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW1_13June14/ROVFW1_13June14.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW2_12June14/ROVFW2_12June14_dnnClass_HAPE_21Jun14.csv,KESRP_ULPHONO_2014_R4,KESRP_ULPHONO_2014,2014,HAPE,ROVFW2_12June14,ROVFW2_12June14_dnnClass_HAPE_21Jun14,ROVFW2_12June14,0,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW2_12June14/ROVFW2_12June14.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW2_12June14/ROVFW2_12June14_audited95_HAPE_21Jun14.csv,KESRP_ULPHONO_2014_R4,KESRP_ULPHONO_2014,2014,HAPE,ROVFW2_12June14,ROVFW2_12June14_audited95_HAPE_21Jun14,ROVFW2_12June14,1,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW2_12June14/ROVFW2_12June14.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW3_12June14/ROVFW3_12June14_dnnClass_HAPE_21Jun14.csv,KESRP_ULPHONO_2014_R4,KESRP_ULPHONO_2014,2014,HAPE,ROVFW3_12June14,ROVFW3_12June14_dnnClass_HAPE_21Jun14,ROVFW3_12June14,0,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW3_12June14/ROVFW3_12June14.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW3_12June14/ROVFW3_12June14_audited95_HAPE_21Jun14.csv,KESRP_ULPHONO_2014_R4,KESRP_ULPHONO_2014,2014,HAPE,ROVFW3_12June14,ROVFW3_12June14_audited95_HAPE_21Jun14,ROVFW3_12June14,1,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW3_12June14/ROVFW3_12June14.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW4_13June14/ROVFW4_13June14_dnnClass_HAPE_21Jun14.csv,KESRP_ULPHONO_2014_R4,KESRP_ULPHONO_2014,2014,HAPE,ROVFW4_13June14,ROVFW4_13June14_dnnClass_HAPE_21Jun14,ROVFW4_13June14,0,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW4_13June14/ROVFW4_13June14.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW4_13June14/ROVFW4_13June14_audited95_HAPE_21Jun14.csv,KESRP_ULPHONO_2014_R4,KESRP_ULPHONO_2014,2014,HAPE,ROVFW4_13June14,ROVFW4_13June14_audited95_HAPE_21Jun14,ROVFW4_13June14,1,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW4_13June14/ROVFW4_13June14.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW6_13June14/ROVFW6_13June14_dnnClass_HAPE_21Jun14.csv,KESRP_ULPHONO_2014_R4,KESRP_ULPHONO_2014,2014,HAPE,ROVFW6_13June14,ROVFW6_13June14_dnnClass_HAPE_21Jun14,ROVFW6_13June14,0,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW6_13June14/ROVFW6_13June14.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW6_13June14/ROVFW6_13June14_audited95_HAPE_21Jun14.csv,KESRP_ULPHONO_2014_R4,KESRP_ULPHONO_2014,2014,HAPE,ROVFW6_13June14,ROVFW6_13June14_audited95_HAPE_21Jun14,ROVFW6_13June14,1,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW6_13June14/ROVFW6_13June14.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW7_13June14/ROVFW7_13June14_audited95_HAPE_21Jun14.csv,KESRP_ULPHONO_2014_R4,KESRP_ULPHONO_2014,2014,HAPE,ROVFW7_13June14,ROVFW7_13June14_audited95_HAPE_21Jun14,ROVFW7_13June14,0,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW7_13June14/ROVFW7_13June14.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW7_13June14/ROVFW7_13June14_dnnClass_HAPE_21Jun14.csv,KESRP_ULPHONO_2014_R4,KESRP_ULPHONO_2014,2014,HAPE,ROVFW7_13June14,ROVFW7_13June14_dnnClass_HAPE_21Jun14,ROVFW7_13June14,0,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW7_13June14/ROVFW7_13June14.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW7_13June14/ROVFW7_13June14_audit_HAPE_21Apr.csv,KESRP_ULPHONO_2014_R4,KESRP_ULPHONO_2014,2014,HAPE,ROVFW7_13June14,ROVFW7_13June14_audit_HAPE_21Apr,ROVFW7_13June14,1,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW7_13June14/ROVFW7_13June14.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW8_13June14/ROVFW8_13June14_audited95_HAPE_21Jun14.csv,KESRP_ULPHONO_2014_R4,KESRP_ULPHONO_2014,2014,HAPE,ROVFW8_13June14,ROVFW8_13June14_audited95_HAPE_21Jun14,ROVFW8_13June14,0,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW8_13June14/ROVFW8_13June14.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW8_13June14/ROVFW8_13June14_dnnClass_HAPE_21Jun14.csv,KESRP_ULPHONO_2014_R4,KESRP_ULPHONO_2014,2014,HAPE,ROVFW8_13June14,ROVFW8_13June14_dnnClass_HAPE_21Jun14,ROVFW8_13June14,0,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW8_13June14/ROVFW8_13June14.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW8_13June14/ROVFW8_13June14_audit_HAPE_21Apr.csv,KESRP_ULPHONO_2014_R4,KESRP_ULPHONO_2014,2014,HAPE,ROVFW8_13June14,ROVFW8_13June14_audit_HAPE_21Apr,ROVFW8_13June14,1,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW8_13June14/ROVFW8_13June14.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW9_13June14/ROVFW9_13June14_dnnClass_HAPE_21Jun14.csv,KESRP_ULPHONO_2014_R4,KESRP_ULPHONO_2014,2014,HAPE,ROVFW9_13June14,ROVFW9_13June14_dnnClass_HAPE_21Jun14,ROVFW9_13June14,0,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW9_13June14/ROVFW9_13June14.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW9_13June14/ROVFW9_13June14_audited95_HAPE_21Jun14.csv,KESRP_ULPHONO_2014_R4,KESRP_ULPHONO_2014,2014,HAPE,ROVFW9_13June14,ROVFW9_13June14_audited95_HAPE_21Jun14,ROVFW9_13June14,1,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KESRP_ULPHONO_2014_R4/ROVFW9_13June14/ROVFW9_13June14.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/NBOG02_11_May_2016/NBOG02_11_May_2016_audit_HAPE_21Apr.csv,KIUC_KESRP_HONO_2016_R1,KIUC_KESRP_HONO_2016,2016,HAPE,NBOG02_11_May_2016,NBOG02_11_May_2016_audit_HAPE_21Apr,NBOG02_11_May_2016,1,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/NBOG02_11_May_2016/NBOG02_11_May_2016.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/NBOG02_11_May_2016/NBOG02_11_May_2016_all95_HAPE_21Apr.csv,KIUC_KESRP_HONO_2016_R1,KIUC_KESRP_HONO_2016,2016,HAPE,NBOG02_11_May_2016,NBOG02_11_May_2016_all95_HAPE_21Apr,NBOG02_11_May_2016,0,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/NBOG02_11_May_2016/NBOG02_11_May_2016.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/NBOG08_11_May_2016/NBOG08_11_May_2016_audit_HAPE_21Apr.csv,KIUC_KESRP_HONO_2016_R1,KIUC_KESRP_HONO_2016,2016,HAPE,NBOG08_11_May_2016,NBOG08_11_May_2016_audit_HAPE_21Apr,NBOG08_11_May_2016,1,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/NBOG08_11_May_2016/NBOG08_11_May_2016.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/NBOG08_11_May_2016/NBOG08_11_May_2016_all95_HAPE_21Apr.csv,KIUC_KESRP_HONO_2016_R1,KIUC_KESRP_HONO_2016,2016,HAPE,NBOG08_11_May_2016,NBOG08_11_May_2016_all95_HAPE_21Apr,NBOG08_11_May_2016,0,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/NBOG08_11_May_2016/NBOG08_11_May_2016.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/PIHE1_05_May_2016/PIHE1_05_May_2016_audit_HAPE_21Apr.csv,KIUC_KESRP_HONO_2016_R1,KIUC_KESRP_HONO_2016,2016,HAPE,PIHE1_05_May_2016,PIHE1_05_May_2016_audit_HAPE_21Apr,PIHE1_05_May_2016,1,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/PIHE1_05_May_2016/PIHE1_05_May_2016.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/PIHE1_05_May_2016/PIHE1_05_May_2016_all95_HAPE_21Apr.csv,KIUC_KESRP_HONO_2016_R1,KIUC_KESRP_HONO_2016,2016,HAPE,PIHE1_05_May_2016,PIHE1_05_May_2016_all95_HAPE_21Apr,PIHE1_05_May_2016,0,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/PIHE1_05_May_2016/PIHE1_05_May_2016.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/PIHE10_05_May_2016/PIHE10_05_May_2016_audit_HAPE_21Apr.csv,KIUC_KESRP_HONO_2016_R1,KIUC_KESRP_HONO_2016,2016,HAPE,PIHE10_05_May_2016,PIHE10_05_May_2016_audit_HAPE_21Apr,PIHE10_05_May_2016,1,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/PIHE10_05_May_2016/PIHE10_05_May_2016.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/PIHE10_05_May_2016/PIHE10_05_May_2016_all95_HAPE_21Apr.csv,KIUC_KESRP_HONO_2016_R1,KIUC_KESRP_HONO_2016,2016,HAPE,PIHE10_05_May_2016,PIHE10_05_May_2016_all95_HAPE_21Apr,PIHE10_05_May_2016,0,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/PIHE10_05_May_2016/PIHE10_05_May_2016.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/PIHE2_05_May_2016/PIHE2_05_May_2016_audit_HAPE_21Apr.csv,KIUC_KESRP_HONO_2016_R1,KIUC_KESRP_HONO_2016,2016,HAPE,PIHE2_05_May_2016,PIHE2_05_May_2016_audit_HAPE_21Apr,PIHE2_05_May_2016,1,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/PIHE2_05_May_2016/PIHE2_05_May_2016.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/PIHE2_05_May_2016/PIHE2_05_May_2016_all95_HAPE_21Apr.csv,KIUC_KESRP_HONO_2016_R1,KIUC_KESRP_HONO_2016,2016,HAPE,PIHE2_05_May_2016,PIHE2_05_May_2016_all95_HAPE_21Apr,PIHE2_05_May_2016,0,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/PIHE2_05_May_2016/PIHE2_05_May_2016.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/PIHE8_05_May_2016/PIHE8_05_May_2016_audit_HAPE_21Apr.csv,KIUC_KESRP_HONO_2016_R1,KIUC_KESRP_HONO_2016,2016,HAPE,PIHE8_05_May_2016,PIHE8_05_May_2016_audit_HAPE_21Apr,PIHE8_05_May_2016,1,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/PIHE8_05_May_2016/PIHE8_05_May_2016.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/PIHE8_05_May_2016/PIHE8_05_May_2016_all95_HAPE_21Apr.csv,KIUC_KESRP_HONO_2016_R1,KIUC_KESRP_HONO_2016,2016,HAPE,PIHE8_05_May_2016,PIHE8_05_May_2016_all95_HAPE_21Apr,PIHE8_05_May_2016,0,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/PIHE8_05_May_2016/PIHE8_05_May_2016.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/POHK2_10_May_2016/POHK2_10_May_2016_audit_HAPE_21Apr.csv,KIUC_KESRP_HONO_2016_R1,KIUC_KESRP_HONO_2016,2016,HAPE,POHK2_10_May_2016,POHK2_10_May_2016_audit_HAPE_21Apr,POHK2_10_May_2016,1,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/POHK2_10_May_2016/POHK2_10_May_2016.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/POHK2_10_May_2016/POHK2_10_May_2016_all95_HAPE_21Apr.csv,KIUC_KESRP_HONO_2016_R1,KIUC_KESRP_HONO_2016,2016,HAPE,POHK2_10_May_2016,POHK2_10_May_2016_all95_HAPE_21Apr,POHK2_10_May_2016,0,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/POHK2_10_May_2016/POHK2_10_May_2016.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/POHK4_10_May_2016/POHK4_10_May_2016_audit_HAPE_21Apr.csv,KIUC_KESRP_HONO_2016_R1,KIUC_KESRP_HONO_2016,2016,HAPE,POHK4_10_May_2016,POHK4_10_May_2016_audit_HAPE_21Apr,POHK4_10_May_2016,1,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/POHK4_10_May_2016/POHK4_10_May_2016.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/POHK4_10_May_2016/POHK4_10_May_2016_all95_HAPE_21Apr.csv,KIUC_KESRP_HONO_2016_R1,KIUC_KESRP_HONO_2016,2016,HAPE,POHK4_10_May_2016,POHK4_10_May_2016_all95_HAPE_21Apr,POHK4_10_May_2016,0,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/POHK4_10_May_2016/POHK4_10_May_2016.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/POHK5_10_May_2016/POHK5_10_May_2016_audit_HAPE_21Apr.csv,KIUC_KESRP_HONO_2016_R1,KIUC_KESRP_HONO_2016,2016,HAPE,POHK5_10_May_2016,POHK5_10_May_2016_audit_HAPE_21Apr,POHK5_10_May_2016,1,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/POHK5_10_May_2016/POHK5_10_May_2016.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/POHK5_10_May_2016/POHK5_10_May_2016_all95_HAPE_21Apr.csv,KIUC_KESRP_HONO_2016_R1,KIUC_KESRP_HONO_2016,2016,HAPE,POHK5_10_May_2016,POHK5_10_May_2016_all95_HAPE_21Apr,POHK5_10_May_2016,0,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/POHK5_10_May_2016/POHK5_10_May_2016.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/POHK8_10_May_2016/POHK8_10_May_2016_audit_HAPE_21Apr.csv,KIUC_KESRP_HONO_2016_R1,KIUC_KESRP_HONO_2016,2016,HAPE,POHK8_10_May_2016,POHK8_10_May_2016_audit_HAPE_21Apr,POHK8_10_May_2016,1,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/POHK8_10_May_2016/POHK8_10_May_2016.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/POHK8_10_May_2016/POHK8_10_May_2016_all95_HAPE_21Apr.csv,KIUC_KESRP_HONO_2016_R1,KIUC_KESRP_HONO_2016,2016,HAPE,POHK8_10_May_2016,POHK8_10_May_2016_all95_HAPE_21Apr,POHK8_10_May_2016,0,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1/POHK8_10_May_2016/POHK8_10_May_2016.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1_BACKUP/NBOG01_11_May_2016/NBOG01_11_May_2016_audit_HAPE_21Apr.csv,KIUC_KESRP_HONO_2016_R1_BACKUP,KIUC_KESRP_HONO_2016,2016,HAPE,NBOG01_11_May_2016,NBOG01_11_May_2016_audit_HAPE_21Apr,NBOG01_11_May_2016,1,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1_BACKUP/NBOG01_11_May_2016/NBOG01_11_May_2016.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1_BACKUP/NBOG01_11_May_2016/NBOG01_11_May_2016_all95_HAPE_21Apr.csv,KIUC_KESRP_HONO_2016_R1_BACKUP,KIUC_KESRP_HONO_2016,2016,HAPE,NBOG01_11_May_2016,NBOG01_11_May_2016_all95_HAPE_21Apr,NBOG01_11_May_2016,0,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1_BACKUP/NBOG01_11_May_2016/NBOG01_11_May_2016.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1_BACKUP/NBOG03_11_May_2016/NBOG03_11_May_2016_audit_HAPE_21Apr.csv,KIUC_KESRP_HONO_2016_R1_BACKUP,KIUC_KESRP_HONO_2016,2016,HAPE,NBOG03_11_May_2016,NBOG03_11_May_2016_audit_HAPE_21Apr,NBOG03_11_May_2016,1,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1_BACKUP/NBOG03_11_May_2016/NBOG03_11_May_2016.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1_BACKUP/NBOG03_11_May_2016/NBOG03_11_May_2016_all95_HAPE_21Apr.csv,KIUC_KESRP_HONO_2016_R1_BACKUP,KIUC_KESRP_HONO_2016,2016,HAPE,NBOG03_11_May_2016,NBOG03_11_May_2016_all95_HAPE_21Apr,NBOG03_11_May_2016,0,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1_BACKUP/NBOG03_11_May_2016/NBOG03_11_May_2016.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1_BACKUP/NBOG04_11_May_2016/NBOG04_11_May_2016_audit_HAPE_21Apr.csv,KIUC_KESRP_HONO_2016_R1_BACKUP,KIUC_KESRP_HONO_2016,2016,HAPE,NBOG04_11_May_2016,NBOG04_11_May_2016_audit_HAPE_21Apr,NBOG04_11_May_2016,1,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1_BACKUP/NBOG04_11_May_2016/NBOG04_11_May_2016.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1_BACKUP/NBOG04_11_May_2016/NBOG04_11_May_2016_all95_HAPE_21Apr.csv,KIUC_KESRP_HONO_2016_R1_BACKUP,KIUC_KESRP_HONO_2016,2016,HAPE,NBOG04_11_May_2016,NBOG04_11_May_2016_all95_HAPE_21Apr,NBOG04_11_May_2016,0,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1_BACKUP/NBOG04_11_May_2016/NBOG04_11_May_2016.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1_BACKUP/NBOG05_11_May_2016/NBOG05_11_May_2016_audit_HAPE_21Apr.csv,KIUC_KESRP_HONO_2016_R1_BACKUP,KIUC_KESRP_HONO_2016,2016,HAPE,NBOG05_11_May_2016,NBOG05_11_May_2016_audit_HAPE_21Apr,NBOG05_11_May_2016,1,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1_BACKUP/NBOG05_11_May_2016/NBOG05_11_May_2016.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1_BACKUP/NBOG05_11_May_2016/NBOG05_11_May_2016_all95_HAPE_21Apr.csv,KIUC_KESRP_HONO_2016_R1_BACKUP,KIUC_KESRP_HONO_2016,2016,HAPE,NBOG05_11_May_2016,NBOG05_11_May_2016_all95_HAPE_21Apr,NBOG05_11_May_2016,0,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1_BACKUP/NBOG05_11_May_2016/NBOG05_11_May_2016.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1_BACKUP/NBOG06_11_May_2016/NBOG06_11_May_2016_audit_HAPE_21Apr.csv,KIUC_KESRP_HONO_2016_R1_BACKUP,KIUC_KESRP_HONO_2016,2016,HAPE,NBOG06_11_May_2016,NBOG06_11_May_2016_audit_HAPE_21Apr,NBOG06_11_May_2016,1,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1_BACKUP/NBOG06_11_May_2016/NBOG06_11_May_2016.fig
//NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1_BACKUP/NBOG06_11_May_2016/NBOG06_11_May_2016_all95_HAPE_21Apr.csv,KIUC_KESRP_HONO_2016_R1_BACKUP,KIUC_KESRP_HONO_2016,2016,HAPE,NBOG06_11_May_2016,NBOG06_11_May_2016_all95_HAPE_21Apr,NBOG06_11_May_2016,0,\\NAS1/NAS3_2Mar15/All_HAPE/mnt/NAS1_2Jun14/Figs/KIUC_KESRP_HONO_2016_R1_BACKUP/NBOG06_11_May_2016/NBOG06_11_May_2016.fig
